production_bk,production_company,production_country,production_language
36186,Bersin Pictures,United States of America,Original
36187,WeWork Studios,United States of America,Original
36201,Tiger Aspect Pictures,United Kingdom,Original
36204,Father Features,United Kingdom,Original
36205,Audley Films,United Kingdom,Original
36206,Comptom Investments,United Kingdom,Original
36209,OddLot Entertainment,United States of America,Spoken
36212,Boies / Schiller Film Group,United States of America,Spoken
36299,Agresywna Banda,United States of America,Original
36326,VIP 2 Medienfonds,United States of America,Spoken
36390,3 Arts Entertainment,United States of America,Spoken
36390,3 Arts Entertainment,United States of America,Spoken
36390,3 Arts Entertainment,United States of America,Original
36390,3 Arts Entertainment,United States of America,Spoken
36390,3 Arts Entertainment,United States of America,Spoken
36390,3 Arts Entertainment,United States of America,Original
36390,3 Arts Entertainment,United States of America,Spoken
36390,3 Arts Entertainment,United States of America,Spoken
36430,Abraham Productions,United States of America,Spoken
36431,Location Gourmet,United States of America,Spoken
36431,Location Gourmet,United States of America,Spoken
36452,Dominion Productions,United States of America,Original
36612,Belhaven Limited,United States of America,Spoken
36615,Potboiler Productions,United Kingdom,Original
36615,Potboiler Productions,United States of America,Original
36615,Potboiler Productions,Germany,Original
36615,Potboiler Productions,United States of America,Original
36615,Potboiler Productions,United States of America,Spoken
36616,Amusement Park Films,Germany,Original
36650,Iron Film,United States of America,Spoken
36684,FLF Films,United States of America,Original
36685,Bottom Line Entertainment,United States of America,Original
36765,Adventure Pictures,United States of America,Original
36907,Hilary Henkin,United States of America,Original
36958,Sparkle Roll Media,China,Original
36978,Winchester Multimedia PLC,United Kingdom,Original
36988,Big Book Media,United States of America,Original
36991,Clarius Entertainment,United Kingdom,Original
37015,Ben-Ami/Leeds Productions,United States of America,Spoken
37041,IDG China Media,China,Original
37081,ESX Productions,United States of America,Original
37103,DIA Productions GmbH & Co. KG,United States of America,Spoken
37134,Tecmo,United States of America,Spoken
37163,Sandcastle 5 Productions,United States of America,Spoken
37334,Jack and Rose Productions,United States of America,Original
37336,Down Productions,United States of America,Spoken
37336,Down Productions,United States of America,Spoken
37336,Down Productions,United States of America,Spoken
37361,Aggregate Films,United States of America,Spoken
37362,DumbDumb,United States of America,Spoken
37380,Silver Bullet Productions (II),United States of America,Spoken
37381,Blind Wink Productions,United States of America,Spoken
37382,Classic Media,United States of America,Spoken
37432,Bow and Arrow Entertainment,United States of America,Original
37455,Legend3D,United States of America,Spoken
37497,Jersey Shore,United States of America,Original
37498,Neverland Films,United States of America,Original
37580,MVP Films,United States of America,Spoken
37580,MVP Films,,Original
37618,Britt Allcroft Productions,United States of America,Spoken
37726,"AV Club, The",United States of America,Original
37757,B.Sting Entertainment,United States of America,Original
37765,Verdi Productions,United States of America,Original
37774,Skyline (Baker St),United States of America,Spoken
37812,Westerly Films,United States of America,Original
37826,Studio Babelsberg Motion Pictures,United States of America,Original
37831,Invest Capital Film Group,United States of America,Spoken
37832,Live Screen Pictures,United States of America,Spoken
37833,Picture Perfect (I),United States of America,Original
37845,Principato-Young Entertainment,United States of America,Original
37845,Principato-Young Entertainment,United States of America,Original
37845,Principato-Young Entertainment,United States of America,Spoken
37854,Barmak Film,Japan,Original
37870,Gold Lion Films,United States of America,Original
37871,T-Street Productions,United States of America,Original
38005,Neufeld Rehme Productions,United States of America,Spoken
38010,Wild Ocean Films,United States of America,Spoken
38011,2S Films,United States of America,Spoken
38069,Legion Entertainment,Sweden,Original
38071,Edition Video,Sweden,Original
38072,Nordisk Film Distribution,Sweden,Original
38085,VBT Productions,United States of America,Original
38086,Ballpark Productions Partnership,United States of America,Original
38145,Bristol Automotive,United Kingdom,Original
38147,Red-horse Native,United States of America,Original
38178,Newcomm,United States of America,Original
38181,American Films,United States of America,Spoken
38504,Really Useful Films,United States of America,Spoken
38591,Friuli Venezia Giulia Film Commission,Italy,Original
38592,UniCredit Group,Italy,Original
38616,Paradise Productions,United States of America,Original
38617,Quantum Entertainment,United States of America,Original
38618,MovieBank,United States of America,Original
38619,Galaxy Productions,United States of America,Original
38662,Law Brothers Entertainment,United States of America,Spoken
38663,IJL Creations,United States of America,Spoken
38735,Starr,United States of America,Original
38736,Arena,United States of America,Original
38771,Jeff Skoll Productions,United States of America,Original
38799,Def Pictures,United States of America,Original
38833,Ian Bryce Productions,United States of America,Spoken
38944,Clavius Base,United States of America,Original
38956,Tandem Pictures,United States of America,Original
38957,4 1/2 Film,United States of America,Original
39043,Traveling Picture Show Company (TPSC),United States of America,Spoken
39075,Strohberry Films,United States of America,Original
39077,Honora Productions,United States of America,Original
39121,Super Cool ManChu,United States of America,Spoken
39121,Super Cool ManChu,United States of America,Spoken
39134,Kino Lorber,United States of America,Original
39226,Camellia Productions,United States of America,Original
39281,EchoLight Studios,United States of America,Original
39288,Gotham Entertainment Group,United States of America,Original
39328,Lost Rhino Films,United States of America,Original
39443,Jolie Pas,United States of America,Spoken
39443,Jolie Pas,United States of America,Spoken
39483,Hart-Lunsford Pictures,United States of America,Spoken
39509,Free Range Films,United Kingdom,Original
39644,Cinelou Films,United States of America,Original
39649,Huayi Brothers Media,United States of America,Spoken
39649,Huayi Brothers Media,China,Spoken
39649,Huayi Brothers Media,China,Original
39649,Huayi Brothers Media,United States of America,Original
39706,Be Your Own Hollywood,United States of America,Original
39706,Be Your Own Hollywood,United States of America,Original
39711,Dalton Films,United States of America,Original
39856,Desilu Productions,United States of America,Spoken
40002,Fade In Films,United States of America,Original
40106,Free State Pictures,United Kingdom,Spoken
40106,Free State Pictures,United States of America,Spoken
40106,Free State Pictures,United States of America,Spoken
40107,Da Vinci Media Ventures,United States of America,Spoken
40112,Pendle Mountain Productions,United Kingdom,Spoken
40126,Toast Films,United States of America,Original
40144,Cine Grande Corporation,United Kingdom,Original
40263,Blue Guitar Films,United States of America,Original
40268,Hartbeat Productions,United States of America,Original
40268,Hartbeat Productions,United States of America,Original
40309,Fear of God Films,United States of America,Spoken
40349,Glazier,United States of America,Original
2054,Ruby Films,United States of America,Original
2054,Ruby Films,India,Original
2054,Ruby Films,United States of America,Spoken
2054,Ruby Films,United States of America,Original
2055,Skyline Films,United States of America,Original
2061,Twisted Pictures,United States of America,Original
2061,Twisted Pictures,United States of America,Original
2061,Twisted Pictures,United States of America,Original
2061,Twisted Pictures,United States of America,Original
2061,Twisted Pictures,United States of America,Original
2061,Twisted Pictures,United States of America,Original
2061,Twisted Pictures,United States of America,Original
2061,Twisted Pictures,United States of America,Original
2064,Lietuvos Kinostudija,Lithuania,Original
2065,Scout Productions,United States of America,Original
2065,Scout Productions,Lithuania,Original
2066,Zanagar Films,Poland,Original
2070,Rastar Pictures,United States of America,Original
2070,Rastar Pictures,United States of America,Original
